occurrenceID,basisOfRecord,typeStatus,associatedReferences,institutionCode,taxonRank,collectionCode,recordedBy,recordNumber,identifiedBy,lifeForm,habitat,datasetID,matchCodeEpig,matchedNameEpig,decimalLatitude,decimalLongitude,eventDate,changes
ISV2025_0032,PreservedSpecimen,,,ISV,GENUS,,J.L. Marcelo-Peña; R. Fernandez Hilario; X. Tagle Casapía; J. Santos Santillan.,7417,,Herb,Páramo,ISV2025,,,,,2012-08-31,"change1: Genus placeholder (sp./spp.): moved to 'genus', set taxonRank=GENUS, cleared scientificName; kept original in verbatim. | epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | Filled missing scientificNameAuthorship from EpIG backbone [2026-04-14] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-04-14]"
ISV2025_0033,PreservedSpecimen,,,ISV,SPECIES,,"J.L. Marcelo-Peña, D. Ayala, R. Guerrero, E. Quispe",9305,,,Bosque estacionalmente seco.,ISV2025,3,Guarea kunthiana,,,2012-11-28,"epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | Filled missing scientificNameAuthorship from EpIG backbone [2026-04-14] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-04-14]"
ISV2025_0034,PreservedSpecimen,,,ISV,SPECIES,,"J.L. Marcelo-Peña, D. Ayala, R. Guerrero, E. Quispe",9372,,,Bosque estacionalmente seco.,ISV2025,0,,,,,"epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | Filled missing scientificNameAuthorship from EpIG backbone [2026-04-14] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-04-14]"
ISV2025_0035,PreservedSpecimen,,,ISV,SPECIES,,"J.L. Marcelo-Peña, D. Ayala, R. Guerrero, E. Quispe",9306,,,Bosque estacionalmente seco.,ISV2025,0,,,,,"epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | Filled missing scientificNameAuthorship from EpIG backbone [2026-04-14] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-04-14]"
ISV2025_0036,PreservedSpecimen,,,ISV,GENUS,,J.L. Marcelo-Peña; R. Fernandez Hilario; X. Tagle Casapía; J. Santos Santillan.,7402,,E,Páramo,ISV2025,,,-6.142897426292678,-83.48632819105681,2012-08-30,"change1: Cleared scientificName for supra-specific rank (GENUS/SUBGENUS/SECTION/FAMILY/…). | change2: Detected swapped UTM naming (latitudeUTM=N/E mix). Interpreted latitudeUTM as Easting and longitudeUTM as Northing. | change3: Filled decimalLatitude/decimalLongitude from UTM via EPSG:32717 (auto). | epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | Filled missing scientificNameAuthorship from EpIG backbone [2026-04-14] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-04-14]"
ISV2025_0037,PreservedSpecimen,,,ISV,SPECIES,,J. Dilas & D. Irigoín,D-158,,,Bosque de neblina,ISV2025,0,,-5.480297843011343,-79.16523266307028,,"change1: Detected swapped UTM naming (latitudeUTM=N/E mix). Interpreted latitudeUTM as Easting and longitudeUTM as Northing. | change2: Filled decimalLatitude/decimalLongitude from UTM via EPSG:32717 (auto). | epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | Filled missing scientificNameAuthorship from EpIG backbone [2026-04-14] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-04-14]"
ISV2025_0038,PreservedSpecimen,,,ISV,GENUS,,J.L. Marcelo-Peña; A. Daza,5911,,Herb,Bosque montano húmedo,ISV2025,,,,,2011-09-15,"change1: Cleared scientificName for supra-specific rank (GENUS/SUBGENUS/SECTION/FAMILY/…). | epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | Filled missing scientificNameAuthorship from EpIG backbone [2026-04-14] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-04-14]"
ISV2025_0039,PreservedSpecimen,,,ISV,SPECIES,,José Campos de la Cruz & et al.,5327,,Herb,Páramo,ISV2025,1,Epidendrum rhombochilum,-5.68083333,-79.31666667,1998-07-22,"change1: cf. removed from scientificName; set taxonRank=SPECIES; original kept in verbatimScientificName. | change2: Canonicalized scientificName to binomial and moved trailing authorship. | change: Normalized binomial from 'Epidendrum . rhombochilum' (cf. in verbatim) → 'Epidendrum rhombochilum' | change3: Filled coordinateUncertaintyInMeters from decimal-place precision (conservative). | epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | Filled missing scientificNameAuthorship from EpIG backbone [2026-04-14] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-04-14]"
ISV2025_0040,PreservedSpecimen,,,ISV,GENUS,,J.L. Marcelo-Peña; R. Fernandez Hilario; X. Tagle Casapía; J. Santos Santillan.,7397,,E,Páramo,ISV2025,,,-6.142897426292678,-83.48632819105681,2012-08-30,"change1: Cleared scientificName for supra-specific rank (GENUS/SUBGENUS/SECTION/FAMILY/…). | change2: Detected swapped UTM naming (latitudeUTM=N/E mix). Interpreted latitudeUTM as Easting and longitudeUTM as Northing. | change3: Filled decimalLatitude/decimalLongitude from UTM via EPSG:32717 (auto). | epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | Filled missing scientificNameAuthorship from EpIG backbone [2026-04-14] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-04-14]"
ISV2025_0041,PreservedSpecimen,,,ISV,SPECIES,,José Campos de la Cruz & Pacifico Díaz,4419,"J.T. Atwood (SEL, MO),",Herb,Vegetación enana.,ISV2025,1,Maxillaria aurea,-5.09944444,-78.89166667,1997-09-06,"change1: Filled coordinateUncertaintyInMeters from decimal-place precision (conservative). | epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | Filled missing scientificNameAuthorship from EpIG backbone [2026-04-14] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-04-14]"
ISV2025_0042,PreservedSpecimen,,,ISV,GENUS,,J.L. Marcelo-Peña; R. Fernandez Hilario; X. Tagle Casapía; J. Santos Santillan.,7390,,E,Páramo,ISV2025,,,-6.142897426292678,-83.48632819105681,2012-08-30,"change1: Cleared scientificName for supra-specific rank (GENUS/SUBGENUS/SECTION/FAMILY/…). | change2: Detected swapped UTM naming (latitudeUTM=N/E mix). Interpreted latitudeUTM as Easting and longitudeUTM as Northing. | change3: Filled decimalLatitude/decimalLongitude from UTM via EPSG:32717 (auto). | epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | Filled missing scientificNameAuthorship from EpIG backbone [2026-04-14] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-04-14]"
ISV2025_0043,PreservedSpecimen,,,ISV,GENUS,,J.L. Marcelo-Peña; R. Fernandez Hilario; X. Tagle Casapía; J. Santos Santillan.,7286,,E,Páramo,ISV2025,,,,,2012-08-26,"change1: Cleared scientificName for supra-specific rank (GENUS/SUBGENUS/SECTION/FAMILY/…). | epi_taxo: acceptedName(match1); authorship_epig(match1); genus_from_scientificName; family_WFO; order_majorGroup_WCVP [2026-03-11] | Filled missing scientificNameAuthorship from EpIG backbone [2026-04-14] | CoordinateCleaner QA applied without sea test (validity, equal, zeros, capitals, centroids, gbif, institutions) [2026-04-14]"
